чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість,,
100003599;6-23-2024;0,834907407;Type 4 shirt, Nike;1;2053.344;non-cash;;876
100003599;6-23-2024;0,834907407;Shirt type 8, Puma;1;475.2;non-cash;;264
100003599;6-23-2024;0,834907407;Pants type 6, Adidas;1;1302.2;non-cash;;766
100003629;8-1-2022;0,608310185;Tights type 2, Reebok;1;415.8;cash;;210
100003630;8-18-2023;0,565;Cap type 1, Nike;1;455.168;non-cash;;224
100003630;8-18-2023;0,565;Shirt type 11, Adidas;1;601.4;non-cash;;310
100003646;6-1-2024;0,510520833;Pants type 5, Reebok;1;1765.178;cash;ПІБ 1271;1076
100003646;6-1-2024;0,510520833;Type 2 shirt, Reebok;1;554.4;cash;ПІБ 1271;252
100003646;6-1-2024;0,510520833;T-shirt type 4, Puma;1;297.344;cash;ПІБ 1271;184
100003646;6-1-2024;0,510520833;Sneakers type 3, Nike;2;5302.352;cash;ПІБ 1271;2564
100003656;2-26-2022;0,707696759;Tights type 4, Adidas;1;688.2;cash;;370
100003656;2-26-2022;0,707696759;Shoes type 2, Nike;1;3792.536;cash;;1562
100003663;1-22-2022;0,740983796;Pants type 11, Adidas;1;1697.28;non-cash;;884
100003667;4-6-2024;0,6228125;Cap type 1, Adidas;1;339.5;non-cash;;175
100003667;4-6-2024;0,6228125;Cufflink type 7, Reebok;1;435.744;non-cash;;267
100003667;4-6-2024;0,6228125;Sneakers type 6, Nike;1;4692.12;non-cash;;1923
100003667;4-6-2024;0,6228125;Shirt type 10, Puma;1;451.19256;non-cash;;283
100003685;5-21-2023;0,551701389;Belt type 4, Puma;2;706.74816;cash;;536
100003692;3-21-2024;0,404583333;Cufflink type 5, Nike;1;921.15856;non-cash;;427
100003695;3-14-2022;0,532256944;Cufflink type 5, Puma;1;250.88;cash;ПІБ 121;140
100003697;1-6-2024;0,799710648;T-shirt type 5, Reebok;1;700.91;cash;;323
100003712;1-2-2022;0,417175926;Shirt type 9, Nike;1;1699.04;cash;;740
100003743;5-16-2024;0,426099537;Pants type 8, Nike;1;1563.272;cash;;743
100003743;5-16-2024;0,426099537;Cap type 3, Reebok;2;631.14;cash;;314
100003744;9-23-2022;0,431319444;Cap type 1, Adidas;1;225.09;cash;ПІБ 935;123
100003753;5-6-2024;0,59130787;Shoes type 1, Puma;1;3787.08;cash;ПІБ 1272;2265
100003753;5-6-2024;0,59130787;Sneakers type 4, Reebok;1;3502.0;cash;ПІБ 1272;1700
100003753;5-6-2024;0,59130787;Boots type 6, Adidas;1;5889.38;cash;ПІБ 1272;2714
100003753;5-6-2024;0,59130787;Boots type 4, Adidas;1;7128.99;cash;ПІБ 1272;3411
100003767;6-18-2022;0,825798611;T-shirt type 1, Nike;2;886.312;non-cash;;380
100003767;6-18-2022;0,825798611;Cap type 5, Adidas;1;274.329;non-cash;;163
100003767;6-18-2022;0,825798611;Cufflink type 2, Adidas;1;380.88;non-cash;;207
100003767;6-18-2022;0,825798611;Pants type 3, Reebok;1;1721.4021;non-cash;;869
100003769;10-5-2023;0,70474537;Shirt type 2, Puma;1;717.05088;cash;;494
100003769;10-5-2023;0,70474537;Cap type 5, Nike;1;454.336;cash;;229
100003769;10-5-2023;0,70474537;Boots type 4, Puma;2;11619.2;cash;;7262
100003772;12-12-2022;0,451516204;Pants type 6, Adidas;1;1532.0;non-cash;;766
100003772;12-12-2022;0,451516204;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100003772;12-12-2022;0,451516204;Shirt type 7, Reebok;2;2620.52;non-cash;;1372
100003772;12-12-2022;0,451516204;Boots type 1, Nike;1;6055.728;non-cash;;2814
100003772;12-12-2022;0,451516204;Type 2 ball, Nike;1;83.62;non-cash;;37
100003772;12-12-2022;0,451516204;Cap type 8, Reebok;1;409.64;non-cash;;209
100003772;12-12-2022;0,451516204;Shirt type 11, Nike;1;1299.548;non-cash;;659
100003774;6-9-2024;0,607349537;Cap type 6, Puma;2;696.9768;non-cash;;502
100003774;6-9-2024;0,607349537;Tights type 2, Reebok;1;415.8;non-cash;;210
100003795;4-3-2024;0,747037037;Pants type 3, Reebok;1;1850.97;cash;;869
100003795;4-3-2024;0,747037037;Pants type 6, Nike;1;2298.168;cash;;1062
100003795;4-3-2024;0,747037037;Cufflink type 1, Puma;1;227.88;cash;;135
100003799;7-19-2024;0,769837963;Belt type 2, Adidas;1;325.95;cash;;159
100003799;7-19-2024;0,769837963;Belt type 1, Reebok;1;613.88;cash;;298
100003847;5-6-2024;0,384456019;Cap type 1, Adidas;1;285.18;cash;;175
100003847;5-6-2024;0,384456019;T-shirt type 4, Puma;1;234.752;cash;;131
100003848;9-23-2023;0,379467593;Shirt type 9, Puma;1;669.8;cash;;425
100003848;9-23-2023;0,379467593;Shirt type 1, Puma;1;1240.73136;cash;;814
100003848;9-23-2023;0,379467593;Flip flops type 1, Nike;2;669.024;cash;;368
100003850;10-6-2022;0,602280093;Tights type 4, Reebok;1;789.93;non-cash;;393
100003854;6-14-2022;0,393865741;Boots type 6, Reebok;1;6134.52;cash;;2814
100003854;6-14-2022;0,393865741;Boots type 3, Adidas;2;12715.76;cash;;5998
100003854;6-14-2022;0,393865741;T-shirt type 4, Reebok;1;367.14;cash;;174
100003855;10-3-2022;0,545902778;Pants type 2, Nike;1;1406.532;non-cash;ПІБ 306;597
100003855;10-3-2022;0,545902778;Pants type 12, Adidas;1;974.46;non-cash;ПІБ 306;447
100003855;10-3-2022;0,545902778;Cufflink type 4, Puma;2;1576.08;non-cash;ПІБ 306;990
100003855;10-3-2022;0,545902778;Shirt type 8, Reebok;1;1187.93;non-cash;ПІБ 306;563
100003860;3-25-2024;0,491886574;Sneakers type 4, Reebok;1;3502.0;cash;;1700
100003864;6-26-2022;0,474918981;Sneakers type 3, Puma;1;3159.72;cash;ПІБ 1069;1965
100003864;6-26-2022;0,474918981;Belt type 4, Adidas;1;398.2;cash;ПІБ 1069;181
100003865;7-30-2022;0,453599537;Cap type 1, Puma;1;470.016;cash;;288
100003896;2-17-2022;0,65275463;T-shirt type 3, Puma;1;616.176;cash;;389
100003896;2-17-2022;0,65275463;Tights type 4, Reebok;2;1406.0754;cash;;786
100003904;4-7-2024;0,43994213;Shoes type 2, Nike;1;3792.536;non-cash;;1562
100003925;1-18-2024;0,671527778;Belt type 1, Puma;2;502.49808;cash;ПІБ 1270;382
100003932;6-18-2024;0,438449074;Cap type 5, Nike;2;754.19776;cash;ПІБ 1030;458
100003973;8-1-2023;0,800034722;Tights type 6, Reebok;1;643.188;cash;;380
100003973;8-1-2023;0,800034722;Shoes type 4, Reebok;1;6167.26;cash;;3298
100003973;8-1-2023;0,800034722;Tights type 7, Puma;1;554.4448;cash;;320
100003973;8-1-2023;0,800034722;Boots type 6, Reebok;1;6134.52;cash;;2814
100003979;7-20-2023;0,437384259;Cap type 7, Reebok;1;374.4;non-cash;;195
100003979;7-20-2023;0,437384259;Pants type 12, Adidas;1;974.46;non-cash;;447
100003979;7-20-2023;0,437384259;Cap type 2, Puma;1;323.136;non-cash;;220
100003979;7-20-2023;0,437384259;T-shirt type 2, Puma;1;313.6;non-cash;;200
100003979;7-20-2023;0,437384259;T-shirt type 7, Puma;1;201.552;non-cash;;114
100004001;5-13-2023;0,469467593;Sneakers type 2, Nike;1;4465.3504;cash;;1964
100004001;5-13-2023;0,469467593;Pants type 2, Nike;1;1378.40136;cash;;597
100004024;7-5-2022;0,7015625;Cap type 5, Puma;1;198.968;cash;;140
100004024;7-5-2022;0,7015625;Cap type 3, Nike;1;648.448;cash;;298
100004024;7-5-2022;0,7015625;Flip flops type 2, Reebok;1;468.7;cash;;218
100004038;6-28-2024;0,829872685;Shirt type 6, Puma;2;1103.52;cash;;660
100004038;6-28-2024;0,829872685;Shirt type 8, Reebok;1;1187.93;cash;;563
100004041;4-13-2024;0,695347222;Shirt type 8, Adidas;1;649.65;cash;;355
100004056;11-19-2022;0,734282407;Boots type 1, Reebok;1;4721.184;cash;ПІБ 247;2535
100004056;11-19-2022;0,734282407;Cufflink type 5, Puma;1;218.2656;cash;ПІБ 247;140
100004078;7-14-2024;0,805462963;Cufflink type 6, Puma;1;365.72;cash;;205
100004087;11-24-2022;0,836782407;Cufflink type 5, Nike;2;1899.296;cash;;854
100004110;9-25-2024;0,82880787;Sneakers type 1, Nike;1;3992.892;non-cash;;1887
100004110;9-25-2024;0,82880787;Pants type 9, Adidas;2;856.9;non-cash;;410
100004110;9-25-2024;0,82880787;Tights type 6, Adidas;1;698.4;non-cash;;388
100004110;9-25-2024;0,82880787;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100004110;9-25-2024;0,82880787;Cufflink type 7, Nike;1;552.5352;non-cash;;252
100004110;9-25-2024;0,82880787;Tights type 6, Reebok;1;643.188;non-cash;;380
100004150;2-12-2022;0,412523148;Belt type 3, Nike;1;469.264;non-cash;;211
100004150;2-12-2022;0,412523148;Cap type 6, Nike;1;423.31992;non-cash;;237
100004163;2-17-2023;0,604155093;Cufflink type 3, Reebok;1;597.1352;cash;;391
100004163;2-17-2023;0,604155093;Sneakers type 3, Puma;1;3159.72;cash;;1965
100004163;2-17-2023;0,604155093;Shirt type 8, Reebok;1;1187.93;cash;;563
100004163;2-17-2023;0,604155093;Cap type 3, Nike;1;357.06;cash;;165
100004163;2-17-2023;0,604155093;Pants type 6, Nike;1;2298.168;cash;;1062
100004173;2-28-2024;0,612314815;Pants type 6, Reebok;1;1284.2412;non-cash;;649
100004173;2-28-2024;0,612314815;Shirt type 7, Nike;1;1646.56;non-cash;;820
100004173;2-28-2024;0,612314815;T-shirt type 2, Reebok;1;385.2;non-cash;;214
100004173;2-28-2024;0,612314815;Shirt type 1, Reebok;1;1357.92;non-cash;;738
100004180;1-9-2023;0,808865741;Cufflink type 7, Reebok;1;512.64;cash;ПІБ 313;267
100004183;6-7-2023;0,627986111;Shoes type 2, Puma;1;3234.944;cash;ПІБ 992;2032
100004197;6-7-2022;0,57181713;Cap type 2, Adidas;1;236.98;non-cash;;136
100004197;6-7-2022;0,57181713;Shirt type 12, Adidas;1;820.8;non-cash;;456
100004219;10-23-2022;0,825555556;T-shirt type 1, Puma;2;467.392;cash;;268
100004228;5-23-2024;0,550243056;T-shirt type 3, Puma;1;480.6;cash;ПІБ 588;267
100004228;5-23-2024;0,550243056;Sneakers type 3, Nike;1;2651.176;cash;ПІБ 588;1282
100004228;5-23-2024;0,550243056;T-shirt type 6, Nike;1;662.244;cash;ПІБ 588;346
100004235;3-4-2023;0,706701389;Shoes type 3, Adidas;1;3136.2432;cash;;1608
100004235;3-4-2023;0,706701389;Pants type 11, Puma;1;544.824;cash;;329
100004270;8-5-2024;0,857164352;Flip flops type 2, Adidas;1;698.92;non-cash;;346
100004270;8-5-2024;0,857164352;T-shirt type 3, Adidas;1;623.28;non-cash;;318
100004270;8-5-2024;0,857164352;Shirt type 11, Adidas;2;1202.8;non-cash;;620
100004270;8-5-2024;0,857164352;Shoes type 3, Puma;1;5261.256;non-cash;;3003
100004278;4-2-2022;0,713333333;Cap type 3, Reebok;2;1032.24;cash;;506
100004278;4-2-2022;0,713333333;Cufflink type 4, Puma;1;788.04;cash;;495
100004300;3-5-2023;0,379548611;Tights type 3, Puma;1;606.464;cash;;368
100004300;3-5-2023;0,379548611;Cufflink type 5, Adidas;1;670.32;cash;;342
100004300;3-5-2023;0,379548611;Pants type 12, Nike;1;1492.68392;cash;;758
100004304;5-29-2023;0,404872685;T-shirt type 4, Reebok;1;301.0548;non-cash;;174
100004304;5-29-2023;0,404872685;Sneakers type 4, Puma;1;1451.904;non-cash;;912
100004304;5-29-2023;0,404872685;Cufflink type 5, Reebok;1;254.916;non-cash;;146
100004304;5-29-2023;0,404872685;Cap type 7, Puma;1;386.784;non-cash;;237
100004304;5-29-2023;0,404872685;Type 3 shirt, Nike;1;1737.236;non-cash;;821
100004304;5-29-2023;0,404872685;Boots type 3, Adidas;2;12715.76;non-cash;;5998
100004327;1-31-2022;0,731550926;Sneakers type 1, Nike;1;3992.892;cash;;1887
100004327;1-31-2022;0,731550926;Tights type 4, Nike;1;243.42192;cash;;123
100004352;9-17-2022;0,463090278;Shirt type 9, Puma;1;669.8;non-cash;;425
100004354;11-28-2022;0,836203704;Sneakers type 4, Reebok;2;7004.0;cash;;3400
100004354;11-28-2022;0,836203704;Belt type 3, Nike;1;408.25968;cash;;211
100004373;4-12-2022;0,674421296;Pants type 2, Nike;1;1406.532;cash;;597
100004373;4-12-2022;0,674421296;Tights type 5, Puma;1;675.376;cash;;382
100004373;4-12-2022;0,674421296;Cap type 4, Nike;1;573.672;cash;;246
100004392;5-11-2024;0,477939815;Pants type 8, Nike;1;1563.272;cash;;743
100004426;5-10-2023;0,456782407;Tights type 6, Reebok;1;691.6;non-cash;;380
100004428;1-16-2022;0,411527778;Cap type 3, Adidas;1;231.0;cash;ПІБ 444;110
100004432;8-17-2024;0,376377315;Type 3 shirt, Reebok;1;516.6;cash;ПІБ 626;246
100004434;12-21-2022;0,53244213;Ball type 1, Puma;1;71.896;cash;;43
100004434;12-21-2022;0,53244213;Cufflink type 7, Nike;2;1163.232;cash;;504
100004446;3-13-2022;0,680578704;Tights type 7, Puma;1;526.1568;non-cash;ПІБ 908;320
100004474;2-1-2023;0,452418981;T-shirt type 7, Adidas;1;364.06;non-cash;;167
100004474;2-1-2023;0,452418981;Pants type 4, Puma;1;1463.048;non-cash;;919
100004474;2-1-2023;0,452418981;T-shirt type 2, Reebok;1;461.89;non-cash;;247
100004484;9-8-2024;0,607337963;T-shirt type 5, Puma;1;247.976;cash;ПІБ 227;139
100004488;1-18-2022;0,44599537;Boots type 2, Reebok;2;5215.9;cash;;2426
100004488;1-18-2022;0,44599537;T-shirt type 3, Puma;1;480.6;cash;;267
100004488;1-18-2022;0,44599537;Sneakers type 2, Puma;1;1579.056;cash;;982
100004488;1-18-2022;0,44599537;Shirt type 12, Adidas;1;673.056;cash;;456
100004491;11-16-2023;0,67556713;Type 2 ball, Nike;1;76.0942;cash;;37
100004491;11-16-2023;0,67556713;T-shirt type 7, Nike;1;869.584;cash;;391
100004491;11-16-2023;0,67556713;T-shirt type 5, Reebok;2;1261.638;cash;;646
100004491;11-16-2023;0,67556713;T-shirt type 1, Nike;1;452.2;cash;;190
100004491;11-16-2023;0,67556713;Cap type 2, Nike;1;541.66;cash;;265
100004491;11-16-2023;0,67556713;Cap type 2, Adidas;1;630.72;cash;;292
100004497;7-25-2023;0,520983796;Belt type 4, Nike;1;629.392;cash;;283
100004509;3-13-2024;0,615092593;Cufflink type 6, Puma;1;365.72;cash;;205
100004509;3-13-2024;0,615092593;Boots type 5, Puma;2;4274.45824;cash;;2572
100004509;3-13-2024;0,615092593;Pants type 12, Adidas;1;867.2694;cash;;447
100004509;3-13-2024;0,615092593;Boots type 6, Nike;1;5201.40728;cash;;2279
100004509;3-13-2024;0,615092593;Sneakers type 4, Nike;1;1782.428;cash;;893
100004509;3-13-2024;0,615092593;T-shirt type 4, Reebok;1;367.14;cash;;174
100004509;3-13-2024;0,615092593;Pants type 1, Nike;1;2275.036;cash;;937
100004530;2-17-2024;0,806481481;Boots type 1, Reebok;1;4917.9;non-cash;ПІБ 69;2535
100004543;4-9-2024;0,623425926;Tights type 3, Adidas;2;933.72;cash;;502
100004543;4-9-2024;0,623425926;Boots type 1, Puma;1;6316.816;cash;;3778
100004543;4-9-2024;0,623425926;Pants type 5, Adidas;1;972.37;cash;;479
100004543;4-9-2024;0,623425926;Tights type 2, Reebok;1;411.642;cash;;210
100004555;11-27-2022;0,855405093;Pants type 9, Puma;1;858.28;non-cash;ПІБ 1113;499
100004555;11-27-2022;0,855405093;Cap type 2, Adidas;1;548.7264;non-cash;ПІБ 1113;292
100004555;11-27-2022;0,855405093;Cufflink type 1, Nike;1;471.0328;non-cash;ПІБ 1113;233
100004555;11-27-2022;0,855405093;Cap type 7, Nike;1;452.608;non-cash;ПІБ 1113;208
100004555;11-27-2022;0,855405093;T-shirt type 2, Adidas;2;939.9456;non-cash;ПІБ 1113;516
100004576;6-24-2024;0,649490741;Pants type 8, Nike;1;1563.272;non-cash;;743
100004576;6-24-2024;0,649490741;Tights type 3, Adidas;1;466.86;non-cash;;251
100004576;6-24-2024;0,649490741;Shoes type 1, Puma;1;3787.08;non-cash;;2265
100004576;6-24-2024;0,649490741;Shirt type 11, Reebok;2;2962.96;non-cash;;1628
100004576;6-24-2024;0,649490741;Sneakers type 3, Reebok;2;4119.56;non-cash;;2276
100004576;6-24-2024;0,649490741;Shirt type 1, Adidas;1;914.82;non-cash;;474
100004576;6-24-2024;0,649490741;T-shirt type 6, Puma;1;181.28;non-cash;;110
100004576;6-24-2024;0,649490741;Cap type 8, Puma;1;519.68;non-cash;;290
100004576;6-24-2024;0,649490741;Cufflink type 4, Reebok;1;689.8416;non-cash;;419
100004576;6-24-2024;0,649490741;Belt type 2, Nike;1;536.8;non-cash;;220
100004583;1-7-2023;0,548923611;Shoes type 2, Puma;2;6469.888;non-cash;;4064
100004583;1-7-2023;0,548923611;Cap type 7, Adidas;1;323.84;non-cash;;176
100004583;1-7-2023;0,548923611;Boots type 3, Puma;1;4185.7536;non-cash;;2748
100004589;7-19-2024;0,868946759;Pants type 12, Puma;1;296.192;cash;ПІБ 534;178
100004589;7-19-2024;0,868946759;Cap type 3, Nike;1;648.448;cash;ПІБ 534;298
100004617;1-31-2022;0,542858796;Pants type 10, Nike;1;1158.616;cash;;577
100004617;1-31-2022;0,542858796;T-shirt type 2, Reebok;1;385.2;cash;;214
100004626;1-31-2023;0,608136574;T-shirt type 1, Adidas;1;418.509;non-cash;;219
100004635;1-22-2022;0,688217593;Pants type 12, Nike;1;1640.312;cash;;758
100004645;5-29-2024;0,485266204;Sneakers type 4, Adidas;1;1544.51;non-cash;;739
100004645;5-29-2024;0,485266204;Boots type 1, Adidas;1;6710.2868;non-cash;;3593
100004645;5-29-2024;0,485266204;Sneakers type 4, Puma;1;1379.3088;non-cash;;912
100004645;5-29-2024;0,485266204;Tights type 7, Adidas;1;797.04;non-cash;;369
100004650;5-25-2024;0,469178241;Pants type 6, Nike;1;2160.27792;non-cash;;1062
100004650;5-25-2024;0,469178241;Pants type 8, Reebok;2;4878.72;non-cash;;2464
100004650;5-25-2024;0,469178241;Shirt type 12, Nike;1;974.028;non-cash;;471
100004650;5-25-2024;0,469178241;Cap type 7, Reebok;1;374.4;non-cash;;195
100004656;1-18-2023;0,538958333;Pants type 6, Reebok;1;1323.96;cash;;649
100004656;1-18-2023;0,538958333;Shoes type 2, Reebok;1;4327.96;cash;;2378
100004656;1-18-2023;0,538958333;Shoes type 1, Reebok;1;6119.12;cash;;3122
100004656;1-18-2023;0,538958333;Sneakers type 6, Adidas;1;2545.92;cash;;1224
100004661;8-14-2022;0,631979167;Sneakers type 1, Reebok;1;2316.6;cash;;1053
100004675;10-16-2022;0,673969907;Cap type 3, Reebok;1;516.12;non-cash;;253
100004698;2-9-2022;0,469895833;Belt type 1, Nike;1;274.912;non-cash;;121
100004722;5-29-2024;0,483842593;Cap type 2, Reebok;1;367.048;cash;ПІБ 560;176
100004722;5-29-2024;0,483842593;Tights type 1, Adidas;1;787.5;cash;ПІБ 560;375
100004722;5-29-2024;0,483842593;Cap type 7, Adidas;1;323.84;cash;ПІБ 560;176
100004722;5-29-2024;0,483842593;Pants type 12, Nike;1;1640.312;cash;ПІБ 560;758
100004722;5-29-2024;0,483842593;Belt type 4, Reebok;1;450.76;cash;ПІБ 560;236
100004722;5-29-2024;0,483842593;Flip flops type 2, Adidas;1;698.92;cash;ПІБ 560;346
100004722;5-29-2024;0,483842593;Pants type 3, Nike;1;1398.24048;cash;ПІБ 560;714
100004722;5-29-2024;0,483842593;Pants type 11, Reebok;1;1816.84;cash;ПІБ 560;857
100004726;2-2-2024;0,439398148;T-shirt type 3, Adidas;1;158.25;non-cash;;75
100004727;5-12-2022;0,382222222;Cufflink type 6, Adidas;1;356.85;non-cash;;183
100004727;5-12-2022;0,382222222;Tights type 7, Reebok;1;315.59;non-cash;;151
100004727;5-12-2022;0,382222222;Cap type 1, Adidas;1;312.34;non-cash;;175
100004727;5-12-2022;0,382222222;Cap type 3, Puma;1;479.864;non-cash;;287
100004728;3-2-2022;0,847581019;Sneakers type 6, Reebok;2;3933.92;non-cash;;2138
100004728;3-2-2022;0,847581019;Belt type 2, Reebok;2;881.98;non-cash;;418
100004731;1-14-2023;0,755358796;Cap type 6, Puma;1;332.826;non-cash;;251
100004754;11-12-2023;0,41787037;Belt type 3, Puma;1;593.712;non-cash;;342
100004756;5-14-2022;0,614953704;Pants type 7, Nike;2;5341.488;non-cash;ПІБ 331;2598
100004756;5-14-2022;0,614953704;Cufflink type 5, Adidas;1;670.32;non-cash;ПІБ 331;342
100004756;5-14-2022;0,614953704;Cap type 8, Adidas;1;316.996;non-cash;ПІБ 331;152
100004756;5-14-2022;0,614953704;Flip flops type 3, Reebok;1;394.5348;non-cash;ПІБ 331;243
100004759;1-14-2022;0,855636574;Shirt type 9, Puma;1;643.008;non-cash;;425
100004759;1-14-2022;0,855636574;Cap type 3, Reebok;1;500.6364;non-cash;;253
100004762;6-18-2023;0,836226852;Pants type 8, Reebok;1;1975.8816;non-cash;;1232
100004782;12-28-2023;0,665810185;Pants type 5, Nike;1;2028.288;non-cash;ПІБ 259;912
100004782;12-28-2023;0,665810185;Sneakers type 6, Puma;1;2577.472;non-cash;ПІБ 259;1564
100004790;11-10-2023;0,731724537;Tights type 3, Puma;1;564.01152;non-cash;ПІБ 626;368
100004792;1-15-2024;0,548287037;T-shirt type 6, Adidas;1;331.15;cash;ПІБ 261;179
100004799;3-22-2022;0,440949074;Shirt type 5, Puma;2;1692.8352;cash;;1244
100004808;9-20-2022;0,56244213;Shirt type 10, Puma;1;495.816;cash;;283
100004808;9-20-2022;0,56244213;Boots type 6, Nike;2;11066.824;cash;;4558
100004829;9-9-2022;0,814953704;Tights type 4, Reebok;1;766.2321;cash;;393
100004829;9-9-2022;0,814953704;Flip flops type 3, Nike;1;313.536;cash;;138
100004829;9-9-2022;0,814953704;T-shirt type 3, Nike;2;1070.0;cash;;500
100004829;9-9-2022;0,814953704;Belt type 4, Adidas;1;398.2;cash;;181
100004831;9-28-2023;0,788078704;Cufflink type 3, Nike;2;1565.2;cash;ПІБ 568;700
100004831;9-28-2023;0,788078704;Tights type 6, Adidas;2;1396.8;cash;ПІБ 568;776
100004831;9-28-2023;0,788078704;T-shirt type 5, Puma;1;247.976;cash;ПІБ 568;139
100004831;9-28-2023;0,788078704;Shirt type 11, Puma;1;646.5536;cash;ПІБ 568;410
100004831;9-28-2023;0,788078704;Belt type 4, Puma;2;861.888;cash;ПІБ 568;536
100004831;9-28-2023;0,788078704;Tights type 5, Reebok;1;227.55;cash;ПІБ 568;111
100004876;2-12-2024;0,682268519;Pants type 10, Puma;1;1720.584;cash;ПІБ 625;1039
100004876;2-12-2024;0,682268519;Shirt type 7, Adidas;2;2480.4;cash;ПІБ 625;1590
100004876;2-12-2024;0,682268519;Flip flops type 1, Puma;1;294.84;cash;ПІБ 625;189
100004886;6-16-2023;0,411493056;Boots type 3, Reebok;1;5482.6676;cash;;3394
100004886;6-16-2023;0,411493056;Cap type 4, Adidas;1;562.8;cash;;280
100004893;12-28-2022;0,455509259;Shirt type 4, Puma;1;888.88;non-cash;;542
100004904;2-9-2023;0,5196875;T-shirt type 1, Puma;1;420.784;cash;ПІБ 987;238
100004913;4-23-2024;0,444224537;Cufflink type 2, Nike;1;231.544;cash;;103
100004913;4-23-2024;0,444224537;Shirt type 10, Reebok;1;1125.72;cash;;531
100004913;4-23-2024;0,444224537;Sneakers type 6, Nike;1;4692.12;cash;;1923
100004918;5-29-2024;0,667083333;Cufflink type 5, Puma;2;476.672;non-cash;;280
100004918;5-29-2024;0,667083333;Cufflink type 7, Reebok;1;487.008;non-cash;;267
100004920;9-4-2023;0,7671875;T-shirt type 1, Adidas;1;797.16;cash;ПІБ 821;364
100004926;3-28-2024;0,581597222;Boots type 1, Nike;1;6055.728;cash;;2814
100004932;9-4-2022;0,473449074;Cap type 5, Nike;1;454.336;cash;;229
100004932;9-4-2022;0,473449074;Cufflink type 6, Reebok;2;826.54;cash;;442
100004932;9-4-2022;0,473449074;Shirt type 11, Puma;2;1469.44;cash;;820
100004932;9-4-2022;0,473449074;Sneakers type 4, Adidas;1;1529.0649;cash;;739
100004932;9-4-2022;0,473449074;T-shirt type 1, Adidas;2;1594.32;cash;;728
100004932;9-4-2022;0,473449074;Pants type 3, Reebok;1;1850.97;cash;;869
100004932;9-4-2022;0,473449074;Type 2 ball, Reebok;1;88.0968;cash;;47
100004932;9-4-2022;0,473449074;Tights type 3, Adidas;1;424.8426;cash;;251
100004941;9-30-2022;0,519826389;Pants type 5, Nike;1;1764.61056;non-cash;;912
100004947;10-8-2022;0,581446759;Pants type 3, Puma;1;355.008;non-cash;ПІБ 654;258
100004947;10-8-2022;0,581446759;Flip flops type 2, Reebok;1;468.7;non-cash;ПІБ 654;218
100004947;10-8-2022;0,581446759;Cap type 8, Adidas;1;261.44;non-cash;ПІБ 654;152
100004958;11-26-2022;0,4778125;Flip flops type 2, Puma;1;318.56;cash;;181
100004959;11-8-2023;0,688321759;Cap type 3, Nike;1;583.6032;non-cash;;298
100004959;11-8-2023;0,688321759;Shirt type 7, Reebok;1;1310.26;non-cash;;686
100004963;8-20-2023;0,547152778;Cap type 1, Reebok;1;529.2;cash;;245
100004963;8-20-2023;0,547152778;Belt type 4, Nike;1;629.392;cash;;283
100004964;2-21-2024;0,462083333;Pants type 4, Puma;1;1463.048;non-cash;;919
100004970;11-10-2022;0,559548611;Pants type 12, Reebok;1;542.82;cash;ПІБ 891;249
100004971;11-25-2023;0,606608796;Pants type 12, Reebok;1;542.82;non-cash;;249
100004979;11-29-2022;0,401273148;Boots type 3, Puma;2;9848.832;non-cash;;5496
100004979;11-29-2022;0,401273148;Boots type 6, Adidas;1;4829.2916;non-cash;;2714
100004980;9-26-2024;0,656157407;Sneakers type 3, Nike;1;2359.54664;non-cash;ПІБ 1146;1282
100004980;9-26-2024;0,656157407;Sneakers type 3, Puma;1;3159.72;non-cash;ПІБ 1146;1965
100004980;9-26-2024;0,656157407;Cufflink type 5, Nike;1;949.648;non-cash;ПІБ 1146;427
100004980;9-26-2024;0,656157407;Cufflink type 4, Nike;2;772.24;non-cash;ПІБ 1146;394
100004980;9-26-2024;0,656157407;Shirt type 1, Puma;1;1426.128;non-cash;ПІБ 1146;814
100004997;7-21-2024;0,764212963;Tights type 7, Puma;1;565.76;cash;;320
100004997;7-21-2024;0,764212963;T-shirt type 2, Reebok;1;327.42;cash;;214
100004997;7-21-2024;0,764212963;Tights type 2, Adidas;1;92.4672;cash;;56
100004997;7-21-2024;0,764212963;Shirt type 2, Adidas;1;1007.4;cash;;460
100005003;12-3-2022;0,444710648;Boots type 5, Reebok;1;5673.87;cash;;2741
100005003;12-3-2022;0,444710648;Flip flops type 1, Reebok;2;1372.8;cash;;624
100005003;12-3-2022;0,444710648;Sneakers type 1, Adidas;1;3338.68;cash;;1748
100005007;10-30-2023;0,744988426;Boots type 4, Adidas;1;7128.99;cash;;3411
100005011;1-3-2023;0,593472222;Shirt type 3, Puma;1;273.6;non-cash;;152
100005011;1-3-2023;0,593472222;Pants type 7, Reebok;1;1571.7;non-cash;;806
100005019;10-1-2022;0,45287037;T-shirt type 6, Reebok;2;742.1;cash;;362
100005019;10-1-2022;0,45287037;Cap type 3, Adidas;2;760.42;cash;;394
100005029;2-6-2024;0,600300926;Boots type 1, Reebok;2;9835.8;cash;;5070
100005029;2-6-2024;0,600300926;Boots type 2, Nike;1;5933.952;cash;;2727
