№ чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість
100003368;6-4-2024;0,470972222;T-shirt type 3, Reebok;1;554.5881;cash;ПІБ 623;263
100003368;6-4-2024;0,470972222;Boots type 5, Reebok;1;5390.1765;cash;ПІБ 623;2741
100003369;6-25-2024;0,6759375;Tights type 3, Reebok;1;356.96;non-cash;ПІБ 1008;184
100003369;6-25-2024;0,6759375;Type 1 ball, Nike;1;105.21984;non-cash;ПІБ 1008;48
100003369;6-25-2024;0,6759375;T-shirt type 4, Reebok;2;543.2;non-cash;ПІБ 1008;280
100003369;6-25-2024;0,6759375;Sneakers type 4, Nike;1;1782.428;non-cash;ПІБ 1008;893
100003369;6-25-2024;0,6759375;Shirt type 10, Puma;1;495.816;non-cash;ПІБ 1008;283
100003369;6-25-2024;0,6759375;Flip flops type 3, Adidas;1;300.49;non-cash;ПІБ 1008;151
100003369;6-25-2024;0,6759375;Pants type 3, Nike;1;1536.528;non-cash;ПІБ 1008;714
100003369;6-25-2024;0,6759375;Pants type 3, Nike;2;3073.056;non-cash;ПІБ 1008;1428
100003379;12-3-2022;0,581527778;Cufflink type 3, Adidas;1;396.44;cash;;187
100003379;12-3-2022;0,581527778;Tights type 4, Puma;1;297.024;cash;;168
100003391;1-16-2023;0,584583333;Shoes type 3, Adidas;1;3408.96;non-cash;;1608
100003399;4-19-2022;0,862824074;Shirt type 10, Reebok;2;2251.44;cash;;1062
100003405;2-18-2023;0,388414352;Cufflink type 3, Puma;1;648.96;cash;;390
100003418;9-1-2022;0,861493056;Pants type 10, Nike;1;1158.616;cash;ПІБ 955;577
100003418;9-1-2022;0,861493056;Tights type 7, Nike;2;729.632;cash;ПІБ 955;302
100003428;5-7-2024;0,488726852;Pants type 11, Puma;2;1089.648;cash;;658
100003467;8-11-2024;0,74875;Cufflink type 3, Adidas;2;792.88;cash;;374
100003467;8-11-2024;0,74875;Cufflink type 1, Adidas;1;526.62;cash;;262
100003472;6-14-2022;0,410011574;Sneakers type 5, Puma;1;1119.176;cash;;703
100003484;6-20-2024;0,613159722;Cufflink type 2, Adidas;1;380.88;cash;;207
100003488;9-26-2023;0,4734375;Shirt type 1, Reebok;1;1330.7616;cash;;738
100003494;7-15-2022;0,75400463;Shirt type 11, Puma;2;1469.44;non-cash;ПІБ 1200;820
100003494;7-15-2022;0,75400463;Flip flops type 3, Reebok;1;481.14;non-cash;ПІБ 1200;243
100003494;7-15-2022;0,75400463;Cufflink type 7, Nike;2;1058.54112;non-cash;ПІБ 1200;504
100003494;7-15-2022;0,75400463;Shirt type 12, Reebok;1;1085.3395;non-cash;ПІБ 1200;629
100003494;7-15-2022;0,75400463;Type 1 shirt, Nike;1;1700.784;non-cash;ПІБ 1200;837
100003504;1-7-2023;0,849571759;T-shirt type 4, Reebok;1;258.02;cash;;140
100003504;1-7-2023;0,849571759;Pants type 3, Nike;1;1259.95296;cash;;714
100003504;1-7-2023;0,849571759;T-shirt type 4, Puma;1;291.39712;cash;;184
100003510;6-28-2022;0,852650463;Shirt type 6, Nike;1;1475.1828;cash;ПІБ 119;702
100003530;4-7-2022;0,787199074;Type 1 ball, Reebok;1;93.74;non-cash;;43
100003557;9-12-2022;0,573240741;Sneakers type 1, Nike;1;3992.892;non-cash;;1887
100003564;6-30-2022;0,600752315;Boots type 3, Nike;1;5670.144;non-cash;;3312
100003568;4-12-2022;0,519803241;Type 2 ball, Nike;1;83.62;cash;;37
100003568;4-12-2022;0,519803241;Flip flops type 1, Nike;2;743.36;cash;;368
100003568;4-12-2022;0,519803241;Shirt type 8, Nike;1;938.3104;cash;;542
100003571;7-2-2023;0,745266204;Cap type 5, Reebok;1;226.24;cash;ПІБ 492;112
100003571;7-2-2023;0,745266204;T-shirt type 3, Adidas;1;623.28;cash;ПІБ 492;318
100003582;12-19-2022;0,750636574;Type 2 shirt, Nike;1;1951.232;cash;ПІБ 844;824
100003582;12-19-2022;0,750636574;Tights type 6, Nike;1;536.52;cash;ПІБ 844;255
100003584;8-28-2022;0,677094907;T-shirt type 2, Nike;2;1551.7348;cash;;770
100003584;8-28-2022;0,677094907;Belt type 3, Nike;1;469.264;cash;;211
100003584;8-28-2022;0,677094907;Pants type 12, Adidas;1;974.46;cash;;447
100003589;4-16-2024;0,676747685;Pants type 11, Nike;1;893.316;cash;;453
100003589;4-16-2024;0,676747685;Cap type 1, Adidas;1;339.5;cash;;175
100003589;4-16-2024;0,676747685;Boots type 4, Puma;1;5809.6;cash;;3631
100003600;3-11-2022;0,572893519;Shirt type 5, Puma;1;940.464;cash;ПІБ 509;622
100003600;3-11-2022;0,572893519;Shoes type 4, Nike;1;5776.12;cash;ПІБ 509;2947
100003600;3-11-2022;0,572893519;Tights type 6, Adidas;2;1396.8;cash;ПІБ 509;776
100003601;9-1-2023;0,661041667;Flip flops type 3, Puma;1;334.88;cash;;230
100003601;9-1-2023;0,661041667;Boots type 3, Puma;1;4924.416;cash;;2748
100003610;7-4-2024;0,4559375;Pants type 2, Adidas;1;2081.16;cash;;1107
100003620;9-26-2023;0,609710648;T-shirt type 1, Reebok;2;538.8432;non-cash;;316
100003641;6-5-2024;0,749131944;Tights type 5, Adidas;1;736.32;non-cash;;354
100003641;6-5-2024;0,749131944;Pants type 2, Nike;1;1125.2256;non-cash;;597
100003645;4-9-2024;0,484953704;T-shirt type 2, Adidas;2;621.6;non-cash;;336
100003645;4-9-2024;0,484953704;T-shirt type 2, Adidas;1;495.5148;non-cash;;258
100003645;4-9-2024;0,484953704;Pants type 12, Adidas;1;954.9708;non-cash;;447
100003645;4-9-2024;0,484953704;T-shirt type 6, Reebok;1;371.05;non-cash;;181
100003657;3-1-2023;0,381180556;Pants type 8, Nike;2;3126.544;non-cash;;1486
100003665;10-26-2022;0,736215278;Boots type 3, Adidas;1;6357.88;non-cash;;2999
100003665;10-26-2022;0,736215278;Tights type 3, Nike;1;436.244;non-cash;;191
100003665;10-26-2022;0,736215278;Tights type 2, Nike;1;269.0;non-cash;;125
100003665;10-26-2022;0,736215278;Pants type 1, Reebok;1;2099.34;non-cash;;981
100003665;10-26-2022;0,736215278;Type 2 shirt, Nike;1;1951.232;non-cash;;824
100003680;7-18-2023;0,671770833;Tights type 5, Adidas;1;625.872;non-cash;ПІБ 89;354
100003691;7-29-2022;0,755914352;Boots type 5, Reebok;1;5673.87;cash;;2741
100003691;7-29-2022;0,755914352;Cap type 5, Adidas;1;322.74;cash;;163
100003691;7-29-2022;0,755914352;Shoes type 3, Adidas;1;3408.96;cash;;1608
100003691;7-29-2022;0,755914352;Boots type 6, Nike;1;5533.412;cash;;2279
100003691;7-29-2022;0,755914352;Sneakers type 5, Adidas;1;1620.81;cash;;783
100003691;7-29-2022;0,755914352;Shirt type 10, Reebok;2;2251.44;cash;;1062
100003691;7-29-2022;0,755914352;T-shirt type 4, Puma;1;234.752;cash;;131
100003691;7-29-2022;0,755914352;Shirt type 5, Puma;1;1044.96;cash;;622
100003707;7-12-2022;0,830659722;Shoes type 4, Adidas;1;3582.78;non-cash;;1698
100003707;7-12-2022;0,830659722;Boots type 5, Adidas;1;2860.29;non-cash;;1563
100003707;7-12-2022;0,830659722;Cufflink type 5, Reebok;1;262.8;non-cash;;146
100003707;7-12-2022;0,830659722;Pants type 6, Adidas;1;1256.24;non-cash;;766
100003709;5-2-2022;0,782627315;Tights type 7, Puma;1;565.76;non-cash;;320
100003713;4-13-2022;0,836238426;T-shirt type 2, Nike;1;925.4322;cash;ПІБ 120;385
100003713;4-13-2022;0,836238426;T-shirt type 3, Nike;1;535.0;cash;ПІБ 120;250
100003714;11-15-2022;0,642766204;Pants type 4, Reebok;1;1967.6832;non-cash;;1176
100003714;11-15-2022;0,642766204;Pants type 12, Adidas;1;857.5248;non-cash;;447
100003721;2-8-2024;0,806412037;Shirt type 6, Adidas;1;1333.2;cash;;606
100003721;2-8-2024;0,806412037;Sneakers type 4, Nike;1;1782.428;cash;;893
100003721;2-8-2024;0,806412037;Pants type 8, Puma;1;729.24672;cash;;482
100003721;2-8-2024;0,806412037;Shirt type 12, Reebok;1;1047.0334;cash;;629
100003731;4-10-2023;0,775925926;Tights type 6, Nike;1;536.52;cash;ПІБ 1185;255
100003731;4-10-2023;0,775925926;Sneakers type 4, Adidas;1;1544.51;cash;ПІБ 1185;739
100003731;4-10-2023;0,775925926;Shirt type 4, Puma;1;888.88;cash;ПІБ 1185;542
100003736;1-8-2022;0,836099537;Cap type 3, Adidas;2;760.42;cash;;394
100003738;12-8-2023;0,475092593;Boots type 5, Puma;1;2273.648;non-cash;;1286
100003738;12-8-2023;0,475092593;Belt type 4, Reebok;1;450.76;non-cash;;236
100003763;7-9-2024;0,410532407;Pants type 9, Nike;1;815.648;cash;;359
100003773;7-1-2022;0,716550926;Pants type 2, Nike;1;1209.61752;cash;;597
100003783;4-9-2022;0,5375;T-shirt type 4, Reebok;1;367.14;cash;ПІБ 981;174
100003783;4-9-2022;0,5375;Cufflink type 4, Nike;1;316.6184;cash;ПІБ 981;197
100003789;6-15-2024;0,658530093;Flip flops type 2, Puma;1;318.56;non-cash;ПІБ 539;181
100003793;4-22-2023;0,464155093;Cufflink type 3, Reebok;1;719.44;cash;;391
100003808;1-31-2024;0,869259259;Shirt type 9, Adidas;2;3164.1204;non-cash;;1676
100003812;4-22-2024;0,756030093;Sneakers type 3, Adidas;1;3241.26;non-cash;;1637
100003812;4-22-2024;0,756030093;Ball type 1, Puma;1;71.896;non-cash;;43
100003812;4-22-2024;0,756030093;T-shirt type 5, Puma;1;247.976;non-cash;;139
100003812;4-22-2024;0,756030093;Pants type 10, Nike;1;1158.616;non-cash;;577
100003812;4-22-2024;0,756030093;Shirt type 9, Puma;1;589.424;non-cash;;425
100003815;9-14-2022;0,440925926;Tights type 5, Nike;1;506.984;non-cash;;254
100003815;9-14-2022;0,440925926;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100003815;9-14-2022;0,440925926;Type 2 shirt, Reebok;1;465.696;non-cash;;252
100003816;3-28-2022;0,765601852;Boots type 1, Reebok;1;4327.752;cash;;2535
100003820;9-26-2022;0,795092593;Shoes type 1, Puma;1;3787.08;non-cash;ПІБ 159;2265
100003828;9-28-2022;0,740613426;Cufflink type 6, Reebok;1;363.6776;non-cash;;221
100003832;10-9-2023;0,848900463;Pants type 7, Reebok;1;1571.7;non-cash;;806
100003832;10-9-2023;0,848900463;Pants type 2, Adidas;1;2081.16;non-cash;;1107
100003832;10-9-2023;0,848900463;Cufflink type 7, Nike;1;540.90288;non-cash;;252
100003832;10-9-2023;0,848900463;T-shirt type 4, Adidas;1;217.21;non-cash;;107
100003868;9-17-2022;0,833275463;Cap type 8, Puma;1;483.3024;cash;;290
100003868;9-17-2022;0,833275463;Boots type 1, Puma;1;6316.816;cash;;3778
100003868;9-17-2022;0,833275463;Flip flops type 1, Reebok;1;686.4;cash;;312
100003881;5-13-2022;0,813240741;T-shirt type 2, Nike;1;934.78;cash;;385
100003881;5-13-2022;0,813240741;T-shirt type 4, Puma;1;223.0144;cash;;131
100003898;5-21-2022;0,5975;T-shirt type 5, Adidas;1;627.21;non-cash;;303
100003917;1-21-2024;0,387141204;Tights type 5, Puma;2;1269.70688;non-cash;;764
100003939;12-23-2023;0,387349537;T-shirt type 1, Nike;1;416.024;cash;;190
100003953;5-15-2023;0,58150463;Sneakers type 6, Nike;1;4363.6716;cash;;1923
100003957;2-7-2023;0,727002315;Cap type 5, Adidas;1;322.74;non-cash;ПІБ 605;163
100003963;11-16-2023;0,786909722;Cufflink type 6, Nike;1;615.048;non-cash;;294
100003963;11-16-2023;0,786909722;Pants type 12, Reebok;1;461.397;non-cash;;249
100003968;7-10-2024;0,713425926;Cap type 7, Nike;1;452.608;non-cash;ПІБ 291;208
100003968;7-10-2024;0,713425926;Cufflink type 6, Puma;1;365.72;non-cash;ПІБ 291;205
100003984;5-27-2024;0,423530093;Shirt type 5, Puma;1;1044.96;cash;;622
100003984;5-27-2024;0,423530093;Cufflink type 1, Adidas;1;442.3608;cash;;262
100003984;5-27-2024;0,423530093;Pants type 10, Puma;1;1870.2;cash;;1039
100003984;5-27-2024;0,423530093;Belt type 1, Nike;1;274.912;cash;;121
100003989;6-4-2024;0,512256944;Shirt type 8, Adidas;1;649.65;non-cash;;355
100003990;4-11-2022;0,574074074;Cap type 5, Nike;2;763.28448;cash;;458
100003990;4-11-2022;0,574074074;Ball type 2, Puma;1;65.124;cash;;45
100004002;9-25-2024;0,453217593;Sneakers type 6, Puma;1;2577.472;cash;;1564
100004002;9-25-2024;0,453217593;T-shirt type 1, Adidas;1;757.302;cash;;364
100004003;3-18-2022;0,636377315;Type 2 ball, Reebok;1;100.11;cash;ПІБ 659;47
100004029;7-9-2024;0,486886574;T-shirt type 6, Reebok;1;371.05;non-cash;;181
100004029;7-9-2024;0,486886574;Shirt type 5, Puma;1;856.8672;non-cash;;622
100004029;7-9-2024;0,486886574;T-shirt type 4, Puma;1;297.344;non-cash;;184
100004029;7-9-2024;0,486886574;Cufflink type 5, Puma;1;250.88;non-cash;;140
100004037;2-13-2022;0,797395833;Pants type 3, Nike;1;1536.528;cash;;714
100004063;7-19-2024;0,665856481;Tights type 7, Puma;2;995.7376;cash;;640
100004079;10-20-2022;0,775532407;Sneakers type 1, Puma;1;2486.54208;cash;;1628
100004081;5-16-2022;0,840648148;Pants type 1, Adidas;1;1564.92;non-cash;ПІБ 788;828
100004081;5-16-2022;0,840648148;T-shirt type 3, Adidas;1;623.28;non-cash;ПІБ 788;318
100004088;1-11-2023;0,846527778;T-shirt type 3, Reebok;1;560.19;cash;;263
100004088;1-11-2023;0,846527778;Pants type 5, Nike;1;2028.288;cash;;912
100004105;3-17-2023;0,618842593;Shirt type 12, Reebok;1;1276.87;cash;;629
100004108;8-20-2024;0,757152778;Tights type 7, Nike;1;364.816;cash;;151
100004117;6-18-2023;0,70880787;Boots type 6, Reebok;1;5152.9968;cash;ПІБ 1092;2814
100004117;6-18-2023;0,70880787;T-shirt type 2, Puma;1;586.56;cash;ПІБ 1092;390
100004124;5-13-2024;0,442835648;Pants type 1, Nike;1;2275.036;non-cash;;937
100004137;3-25-2022;0,745347222;Shirt type 1, Puma;1;1183.68624;non-cash;ПІБ 314;814
100004137;3-25-2022;0,745347222;Sneakers type 4, Nike;2;2923.18192;non-cash;ПІБ 314;1786
100004137;3-25-2022;0,745347222;Boots type 2, Puma;1;1927.072;non-cash;ПІБ 314;1229
100004137;3-25-2022;0,745347222;Cufflink type 7, Adidas;1;334.88;non-cash;ПІБ 314;184
100004137;3-25-2022;0,745347222;Sneakers type 2, Nike;1;4556.48;non-cash;ПІБ 314;1964
100004139;7-4-2022;0,83849537;T-shirt type 2, Adidas;2;991.0296;non-cash;ПІБ 422;516
100004143;10-15-2022;0,674594907;Shoes type 2, Reebok;1;3505.6476;non-cash;;2378
100004143;10-15-2022;0,674594907;Shoes type 1, Puma;1;3559.8552;non-cash;;2265
100004144;2-1-2022;0,684097222;Cufflink type 3, Reebok;1;719.44;cash;;391
100004144;2-1-2022;0,684097222;Shirt type 10, Reebok;1;968.1192;cash;;531
100004144;2-1-2022;0,684097222;T-shirt type 6, Reebok;1;326.524;cash;;181
100004146;10-1-2023;0,482893519;Belt type 3, Reebok;1;707.2758;non-cash;ПІБ 200;378
100004177;2-16-2024;0,694444444;Tights type 6, Nike;1;536.52;cash;;255
100004177;2-16-2024;0,694444444;Flip flops type 3, Nike;1;313.536;cash;;138
100004193;3-20-2023;0,436805556;Type 5 shirt, Nike;1;911.744;non-cash;;419
100004200;6-11-2023;0,793009259;Cap type 3, Nike;1;544.69632;non-cash;;298
100004200;6-11-2023;0,793009259;Cufflink type 1, Adidas;1;526.62;non-cash;;262
100004200;6-11-2023;0,793009259;Cap type 3, Nike;1;648.448;non-cash;;298
100004264;3-6-2024;0,389814815;Shirt type 1, Reebok;1;1330.7616;non-cash;;738
100004264;3-6-2024;0,389814815;Boots type 4, Reebok;1;7161.1;non-cash;;3769
100004267;2-16-2023;0,577013889;Pants type 10, Reebok;1;281.6208;non-cash;ПІБ 46;162
100004267;2-16-2023;0,577013889;Sneakers type 5, Puma;1;1119.176;non-cash;ПІБ 46;703
100004267;2-16-2023;0,577013889;Cufflink type 6, Nike;1;615.048;non-cash;ПІБ 46;294
100004267;2-16-2023;0,577013889;T-shirt type 1, Reebok;1;309.68;non-cash;ПІБ 46;158
100004267;2-16-2023;0,577013889;Belt type 2, Adidas;1;325.95;non-cash;ПІБ 46;159
100004267;2-16-2023;0,577013889;Cufflink type 7, Adidas;1;334.88;non-cash;ПІБ 46;184
100004267;2-16-2023;0,577013889;Flip flops type 1, Reebok;2;1372.8;non-cash;ПІБ 46;624
100004267;2-16-2023;0,577013889;Type 3 shirt, Reebok;1;428.778;non-cash;ПІБ 46;246
100004272;1-13-2024;0,773773148;Cap type 2, Nike;2;1092.896;cash;ПІБ 489;476
100004272;1-13-2024;0,773773148;Tights type 3, Reebok;1;349.8208;cash;ПІБ 489;184
100004272;1-13-2024;0,773773148;Shoes type 4, Reebok;1;6167.26;cash;ПІБ 489;3298
100004277;5-31-2023;0,446331019;Cufflink type 3, Nike;1;782.6;non-cash;;350
100004286;2-10-2023;0,627719907;T-shirt type 2, Puma;1;304.192;cash;;200
100004286;2-10-2023;0,627719907;T-shirt type 6, Reebok;1;371.05;cash;;181
100004286;2-10-2023;0,627719907;Cap type 3, Adidas;1;368.8037;cash;;197
100004286;2-10-2023;0,627719907;Shoes type 3, Puma;1;5261.256;cash;;3003
100004286;2-10-2023;0,627719907;Cap type 1, Puma;2;902.43072;cash;;576
100004288;12-25-2023;0,644467593;Type 2 shirt, Reebok;1;554.4;cash;;252
100004297;7-27-2023;0,564143519;Shirt type 9, Puma;1;669.8;cash;;425
100004298;1-9-2024;0,680335648;Flip flops type 3, Adidas;1;270.441;non-cash;;151
100004298;1-9-2024;0,680335648;Cap type 3, Reebok;1;315.57;non-cash;;157
100004298;1-9-2024;0,680335648;Boots type 4, Reebok;2;14322.2;non-cash;;7538
100004308;5-25-2024;0,707141204;Shirt type 11, Nike;1;1299.548;cash;;659
100004308;5-25-2024;0,707141204;Belt type 3, Puma;1;593.712;cash;;342
100004311;9-15-2023;0,79068287;Cap type 3, Puma;1;388.44;non-cash;;249
100004311;9-15-2023;0,79068287;Sneakers type 6, Adidas;1;2418.624;non-cash;;1224
100004344;4-17-2024;0,663865741;Cufflink type 7, Reebok;1;512.64;cash;ПІБ 59;267
100004345;4-22-2023;0,775578704;Sneakers type 1, Adidas;1;3338.68;cash;;1748
100004349;6-17-2022;0,793877315;Shirt type 8, Adidas;1;649.65;cash;;355
100004349;6-17-2022;0,793877315;Belt type 3, Nike;1;469.264;cash;;211
100004353;2-7-2022;0,809131944;Cap type 3, Reebok;1;485.1528;cash;;253
100004355;10-25-2022;0,550578704;Type 3 shoes, Nike;1;6650.368;non-cash;;3352
100004355;10-25-2022;0,550578704;Shirt type 2, Puma;1;793.87776;non-cash;;494
100004355;10-25-2022;0,550578704;Cufflink type 6, Reebok;1;413.27;non-cash;;221
100004355;10-25-2022;0,550578704;Cufflink type 3, Nike;1;782.6;non-cash;;350
100004369;6-20-2022;0,687592593;Boots type 2, Adidas;1;6783.45;non-cash;;3309
100004371;9-8-2024;0,431828704;Flip flops type 2, Nike;1;677.8112;cash;ПІБ 1166;332
100004371;9-8-2024;0,431828704;T-shirt type 5, Reebok;1;700.91;cash;ПІБ 1166;323
100004371;9-8-2024;0,431828704;Boots type 4, Adidas;1;7128.99;cash;ПІБ 1166;3411
100004402;11-15-2023;0,862939815;Belt type 3, Nike;1;403.56704;cash;;211
100004407;2-11-2022;0,609606481;Boots type 4, Puma;1;5809.6;cash;;3631
100004407;2-11-2022;0,609606481;Cap type 8, Reebok;1;401.4472;cash;;209
100004407;2-11-2022;0,609606481;Shirt type 11, Nike;1;1299.548;cash;;659
100004407;2-11-2022;0,609606481;T-shirt type 1, Reebok;2;378.4;cash;;176
100004412;7-9-2024;0,448148148;Tights type 7, Puma;1;560.1024;cash;;320
100004412;7-9-2024;0,448148148;Tights type 3, Adidas;1;457.5228;cash;;251
100004412;7-9-2024;0,448148148;Cufflink type 3, Reebok;1;719.44;cash;;391
100004412;7-9-2024;0,448148148;Boots type 4, Puma;1;5809.6;cash;;3631
100004412;7-9-2024;0,448148148;Belt type 1, Adidas;1;637.29;cash;;291
100004412;7-9-2024;0,448148148;Shirt type 1, Reebok;1;1357.92;cash;;738
100004436;9-20-2024;0,869606481;Cap type 2, Adidas;1;536.112;cash;;292
100004436;9-20-2024;0,869606481;Cap type 6, Puma;1;391.56;cash;;251
100004450;2-12-2024;0,842708333;Cufflink type 3, Adidas;1;376.618;cash;;187
100004479;12-2-2022;0,417638889;Sneakers type 6, Reebok;2;3933.92;non-cash;;2138
100004481;1-23-2024;0,416377315;Pants type 5, Puma;1;2105.008;cash;;1207
100004481;1-23-2024;0,416377315;Pants type 7, Puma;1;482.232;cash;;283
100004485;6-11-2022;0,56869213;Sneakers type 6, Reebok;1;1966.96;non-cash;ПІБ 507;1069
100004512;6-14-2023;0,672280093;Cufflink type 7, Reebok;1;512.64;non-cash;;267
100004512;6-14-2023;0,672280093;Cap type 1, Puma;1;237.984;non-cash;;134
100004515;9-12-2022;0,578125;Shirt type 5, Reebok;1;971.88;non-cash;;534
100004515;9-12-2022;0,578125;Type 4 shirt, Reebok;2;3347.8;non-cash;;1762
100004515;9-12-2022;0,578125;Sneakers type 1, Reebok;1;2316.6;non-cash;;1053
100004515;9-12-2022;0,578125;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100004515;9-12-2022;0,578125;Cufflink type 6, Nike;1;608.89752;non-cash;;294
100004516;10-11-2022;0,615046296;Cap type 1, Puma;1;237.984;cash;;134
100004516;10-11-2022;0,615046296;T-shirt type 1, Adidas;1;423.108;cash;;219
100004516;10-11-2022;0,615046296;Tights type 1, Puma;1;215.496;cash;;123
100004516;10-11-2022;0,615046296;Boots type 1, Adidas;1;7293.79;cash;;3593
100004516;10-11-2022;0,615046296;Pants type 4, Reebok;2;4421.76;cash;;2352
100004516;10-11-2022;0,615046296;Pants type 8, Puma;1;683.6688;cash;;482
100004516;10-11-2022;0,615046296;T-shirt type 2, Puma;1;291.648;cash;;200
100004516;10-11-2022;0,615046296;Tights type 7, Adidas;1;797.04;cash;;369
100004516;10-11-2022;0,615046296;Type 3 shirt, Nike;1;1407.16116;cash;;821
100004527;9-18-2022;0,656111111;Cufflink type 4, Adidas;2;2139.62;cash;;986
100004537;10-19-2022;0,791099537;Cap type 4, Puma;1;423.688;non-cash;;251
100004537;10-19-2022;0,791099537;T-shirt type 6, Nike;1;692.692;non-cash;;346
100004553;7-25-2024;0,756944444;Belt type 3, Puma;1;593.712;cash;ПІБ 348;342
100004554;8-10-2023;0,40337963;Shoes type 1, Adidas;1;3712.5;cash;;1875
100004554;8-10-2023;0,40337963;Cap type 1, Nike;1;464.112;cash;;198
100004577;5-30-2023;0,435150463;Boots type 3, Adidas;1;6357.88;cash;;2999
100004577;5-30-2023;0,435150463;Shirt type 10, Reebok;1;1125.72;cash;;531
100004579;11-6-2023;0,7259375;Tights type 2, Puma;1;419.09504;cash;;257
100004579;11-6-2023;0,7259375;T-shirt type 2, Reebok;1;369.512;cash;;247
100004592;4-14-2022;0,40244213;T-shirt type 4, Puma;1;240.84864;cash;;184
100004592;4-14-2022;0,40244213;Tights type 5, Adidas;1;736.32;cash;;354
100004596;11-4-2022;0,622673611;T-shirt type 4, Adidas;2;434.42;non-cash;ПІБ 997;214
100004597;9-8-2022;0,617083333;Belt type 1, Adidas;1;599.0526;non-cash;;291
100004607;9-7-2023;0,511481481;Ball type 2, Adidas;1;83.16;cash;;45
100004607;9-7-2023;0,511481481;Sneakers type 2, Reebok;1;1153.2976;cash;;712
100004607;9-7-2023;0,511481481;Pants type 5, Adidas;1;972.37;cash;;479
100004615;1-15-2024;0,671018519;Pants type 1, Reebok;1;2099.34;non-cash;;981
100004615;1-15-2024;0,671018519;Pants type 1, Adidas;2;3129.84;non-cash;;1656
100004615;1-15-2024;0,671018519;Belt type 4, Puma;1;430.944;non-cash;;268
100004615;1-15-2024;0,671018519;Cap type 1, Puma;1;195.14688;non-cash;;134
100004615;1-15-2024;0,671018519;Cap type 1, Adidas;1;319.13;non-cash;;175
100004615;1-15-2024;0,671018519;Pants type 7, Puma;1;395.43024;non-cash;;283
100004622;8-2-2024;0,41869213;Pants type 3, Puma;1;396.288;cash;;258
100004622;8-2-2024;0,41869213;Boots type 1, Nike;1;6055.728;cash;;2814
100004622;8-2-2024;0,41869213;Sneakers type 6, Reebok;1;1966.96;cash;;1069
100004629;4-6-2024;0,832523148;T-shirt type 5, Nike;1;488.824;non-cash;;245
100004643;8-20-2023;0,761631944;Pants type 6, Adidas;1;1532.0;non-cash;ПІБ 214;766
100004643;8-20-2023;0,761631944;Shoes type 4, Adidas;1;3152.8464;non-cash;ПІБ 214;1698
100004643;8-20-2023;0,761631944;Boots type 3, Reebok;1;5683.253;non-cash;ПІБ 214;3394
100004658;2-2-2024;0,404108796;Shirt type 8, Puma;1;451.44;non-cash;ПІБ 118;264
100004662;10-16-2022;0,447604167;Cap type 5, Puma;1;234.08;cash;;140
100004665;10-15-2023;0,661412037;Cap type 2, Reebok;1;378.4;non-cash;;176
100004665;10-15-2023;0,661412037;T-shirt type 7, Puma;2;403.104;non-cash;;228
100004665;10-15-2023;0,661412037;Cufflink type 4, Nike;1;386.12;non-cash;;197
100004665;10-15-2023;0,661412037;T-shirt type 6, Nike;2;1522.4;non-cash;;692
100004671;6-3-2022;0,796782407;Shirt type 10, Reebok;2;1936.2384;non-cash;;1062
100004694;10-29-2023;0,575706019;Shirt type 12, Reebok;1;1276.87;cash;ПІБ 917;629
100004707;11-26-2023;0,819733796;Boots type 6, Nike;2;11066.824;non-cash;ПІБ 197;4558
100004710;10-28-2023;0,864282407;Shoes type 2, Reebok;2;7184.4136;non-cash;;4756
100004721;12-29-2022;0,48875;Shirt type 3, Puma;1;257.184;non-cash;;152
100004729;5-14-2023;0,528553241;Belt type 3, Adidas;1;365.4;cash;ПІБ 286;203
100004738;6-15-2024;0,845011574;Boots type 6, Puma;2;4289.872;non-cash;;2722
100004747;3-31-2023;0,50775463;Flip flops type 2, Adidas;1;677.9524;non-cash;ПІБ 319;346
100004747;3-31-2023;0,50775463;Pants type 3, Adidas;1;2170.94;non-cash;ПІБ 319;1102
100004753;10-6-2023;0,503449074;Belt type 1, Puma;1;310.184;cash;ПІБ 9;191
100004769;4-17-2022;0,697013889;Cufflink type 1, Reebok;2;1259.4708;non-cash;;742
100004773;6-8-2024;0,725324074;Cap type 7, Nike;1;452.608;non-cash;;208
100004774;9-1-2024;0,667418981;Shirt type 9, Reebok;2;1092.0;non-cash;ПІБ 478;546
100004796;7-21-2023;0,38125;Cufflink type 4, Nike;1;374.5364;cash;;197
100004796;7-21-2023;0,38125;Shoes type 3, Puma;1;5261.256;cash;;3003
100004801;10-9-2023;0,511284722;Shoes type 4, Adidas;2;6878.9376;cash;;3396
100004801;10-9-2023;0,511284722;Shirt type 6, Reebok;1;699.6;cash;;330
100004803;2-14-2023;0,77349537;Shirt type 2, Adidas;2;2014.8;cash;;920
100004803;2-14-2023;0,77349537;T-shirt type 2, Nike;1;349.22016;cash;;216
100004803;2-14-2023;0,77349537;Shirt type 3, Adidas;1;672.948;cash;;372
100004803;2-14-2023;0,77349537;Pants type 2, Adidas;2;4162.32;cash;;2214
100004809;3-6-2022;0,72630787;Sneakers type 5, Puma;1;1119.176;non-cash;ПІБ 1198;703
100004809;3-6-2022;0,72630787;Cufflink type 7, Puma;1;196.0;non-cash;ПІБ 1198;125
